,tconst,primary_title,runtime_minutes,genres,release_date,production_budget,domestic_gross,worldwide_gross,total_profit
716,tt2387559,Delivery Man,105.0,"Comedy,Drama","Nov 22, 2013",22000000,30659817,70536870,48536870
717,tt1623288,ParaNorman,92.0,"Adventure,Animation,Comedy","Aug 17, 2012",60000000,56003051,108119662,48119662
723,tt2126357,Second Act,103.0,"Comedy,Drama,Romance","Dec 21, 2018",15700000,39282227,63288854,47588854
728,tt3850590,Krampus,98.0,"Comedy,Fantasy,Horror","Dec 4, 2015",15000000,42725475,61788393,46788393
731,tt1711525,Office Christmas Party,105.0,Comedy,"Dec 9, 2016",45000000,54767494,91323299,46323299
735,tt2239832,Think Like a Man Too,106.0,"Comedy,Romance","Jun 20, 2014",24000000,65028687,70027933,46027933
741,tt1441951,Quartet,94.0,"Comedy,Drama","Jan 11, 2013",11000000,18388357,56178935,45178935
743,tt1800246,That Awkward Moment,94.0,"Comedy,Romance","Jan 31, 2014",8000000,26068955,53068955,45068955
752,tt2823054,Mike and Dave Need Wedding Dates,98.0,"Adventure,Comedy,Romance","Jul 8, 2016",33000000,46009673,75898100,42898100
753,tt5580036,"I, Tonya",120.0,"Biography,Comedy,Drama","Dec 8, 2017",11000000,30014534,53797409,42797409
754,tt4587656,The Star,86.0,"Adventure,Animation,Comedy","Nov 17, 2017",20000000,40847995,62758010,42758010
756,tt2178470,Yeh Jawaani Hai Deewani,160.0,"Comedy,Drama,Musical","May 31, 2013",8300000,3827466,50827466,42527466
760,tt0475290,"Hail, Caesar!",106.0,"Comedy,Drama,Music","Feb 5, 2016",22000000,30080225,64160680,42160680
761,tt1142977,Frankenweenie,87.0,"Animation,Comedy,Family","Oct 5, 2012",39000000,35287788,81150788,42150788
762,tt2170593,St. Vincent,102.0,"Comedy,Drama","Oct 10, 2014",13000000,44137712,54837234,41837234
775,tt1391137,Why Did I Get Married Too?,121.0,"Comedy,Drama,Romance","Apr 2, 2010",20000000,60095852,60831067,40831067
777,tt4999290,Remember Me,,"Comedy,Drama,Romance","Mar 12, 2010",16000000,19068240,56506120,40506120
779,tt1212436,The Back-up Plan,104.0,"Comedy,Romance","Apr 23, 2010",35000000,37490007,75281179,40281179
781,tt1392197,Marmaduke,87.0,"Comedy,Family","Jun 4, 2010",50000000,33644788,89895930,39895930
791,tt2458724,Little Man,,Comedy,"Jul 14, 2006",64000000,58636047,101636047,37636047
794,tt1826590,About Last Night,100.0,"Comedy,Romance","Feb 14, 2014",13000000,48637684,50445860,37445860
810,tt3722070,The Lady in the Van,104.0,"Biography,Comedy,Drama","Jan 15, 2016",6000000,10021175,42320503,36320503
811,tt2005151,War Dogs,114.0,"Comedy,Crime,Drama","Aug 19, 2016",50000000,43034523,86234503,36234503
813,tt2229499,Don Jon,90.0,"Comedy,Drama,Romance","Sep 27, 2013",5500000,24477704,41268579,35768579
814,tt1826727,Life of the Party,84.0,"Comedy,Drama","May 11, 2018",30000000,53059911,65759911,35759911
815,tt2234155,The Internship,119.0,Comedy,"Jun 7, 2013",58000000,44672764,93672764,35672764
824,tt1650554,Kick-Ass 2,103.0,"Action,Comedy,Crime","Aug 16, 2013",28000000,28795985,63129909,35129909
829,tt3628584,Barbershop: The Next Cut,111.0,"Comedy,Drama","Apr 15, 2016",20000000,54030051,54404202,34404202
830,tt5138210,Good Luck Chuck,51.0,Comedy,"Sep 21, 2007",25000000,35017297,59183821,34183821
837,tt5113040,The Secret Life of Pets 2,86.0,"Adventure,Animation,Comedy","Jun 7, 2019",80000000,63795655,113351496,33351496
842,tt0842926,The Kids Are All Right,106.0,"Comedy,Drama,Romance","Jul 9, 2010",4000000,20811365,36275469,32275469
843,tt3099638,Barfi,105.0,"Comedy,Romance","Sep 14, 2012",4600000,2804874,36751984,32151984
846,tt1195478,The Five-Year Engagement,124.0,"Comedy,Romance","Apr 27, 2012",30000000,28700285,61623819,31623819
847,tt1583420,Larry Crowne,98.0,"Comedy,Drama,Romance","Jul 1, 2011",30000000,35608245,61449135,31449135
849,tt1648179,Here Comes the Boom,105.0,"Action,Comedy,Sport","Oct 12, 2012",42000000,45290318,73239258,31239258
851,tt1640484,Jumping the Broom,112.0,"Comedy,Drama","May 6, 2011",7000000,37295394,38158601,31158601
855,tt0889573,The Switch,101.0,"Comedy,Drama,Romance","Aug 20, 2010",19000000,27758465,49858465,30858465
860,tt4876464,Rosemary's Baby,48.0,Comedy,"Jun 12, 1968",3200000,33395426,33395426,30195426
861,tt7186036,Volcano,104.0,"Comedy,Drama","Apr 25, 1997",90000000,47546796,120100000,30100000
862,tt0491152,Something Borrowed,112.0,"Comedy,Drama,Romance","May 6, 2011",35000000,39046489,65084116,30084116
864,tt1231587,Hot Tub Time Machine,101.0,"Comedy,Sci-Fi","Mar 26, 2010",36000000,50269859,65967750,29967750
867,tt2609912,Kevin Hart: Let Me Explain,75.0,"Comedy,Documentary","Jul 3, 2013",2500000,32244051,32327255,29827255
868,tt1661382,Grudge Match,113.0,"Comedy,Drama,Sport","Dec 25, 2013",40000000,29807260,69807260,29807260
874,tt1787759,Madea's Big Happy Family,106.0,"Comedy,Drama","Apr 22, 2011",25000000,53345287,54160818,29160818
877,tt1178665,A Walk in the Woods,104.0,"Adventure,Biography,Comedy","Sep 2, 2015",8000000,29499394,37119358,29119358
883,tt0815236,She's Out of My League,104.0,"Comedy,Romance","Mar 12, 2010",20000000,32010860,48680977,28680977
885,tt3148834,Thunder and the House of Magic,85.0,"Adventure,Animation,Comedy","Sep 5, 2014",34000000,4091,62582520,28582520
886,tt2296777,Sherlock Gnomes,86.0,"Adventure,Animation,Comedy","Mar 23, 2018",59000000,43242871,87527651,28527651
887,tt7334528,Uncle Drew,103.0,"Comedy,Sport","Jun 29, 2018",18000000,42469946,46527161,28527161
891,tt1287468,Cats & Dogs: The Revenge of Kitty Galore,82.0,"Action,Comedy,Family","Jul 30, 2010",85000000,43585753,113026383,28026383
893,tt1321509,Death at a Funeral,92.0,Comedy,"Apr 16, 2010",21000000,42739347,48977233,27977233
896,tt1213663,The World's End,109.0,"Action,Comedy,Sci-Fi","Aug 23, 2013",20000000,26004851,47508505,27508505
899,tt4136084,Florence Foster Jenkins,111.0,"Biography,Comedy,Drama","Aug 12, 2016",29000000,27383770,56000339,27000339
900,tt4799050,Rough Night,101.0,"Comedy,Crime,Thriller","Jun 16, 2017",20000000,22105643,46844357,26844357
907,tt2101441,Spring Breakers,94.0,"Comedy,Crime,Drama","Mar 15, 2013",5000000,14124286,31149251,26149251
910,tt1853739,You're Next,95.0,"Action,Comedy,Horror","Aug 23, 2013",1000000,18494006,26887177,25887177
912,tt1322269,August: Osage County,121.0,"Comedy,Drama","Dec 25, 2013",25000000,37738810,50738810,25738810
914,tt4649416,Almost Christmas,111.0,"Comedy,Drama","Nov 11, 2016",17000000,42065185,42493506,25493506
928,tt2281587,Muppets Most Wanted,107.0,"Adventure,Comedy,Crime","Mar 21, 2014",55000000,51178893,79312301,24312301
931,tt2279339,Love the Coopers,107.0,"Comedy,Fantasy,Romance","Nov 13, 2015",18000000,26302731,42227490,24227490
936,tt1488555,The Change-Up,112.0,"Comedy,Fantasy","Aug 5, 2011",52000000,37243418,75997067,23997067
942,tt1830712,Max,52.0,"Biography,Comedy,Documentary","Jun 26, 2015",20000000,42656255,43658157,23658157
945,tt3623726,Ricki and the Flash,101.0,"Comedy,Drama,Music","Aug 7, 2015",18000000,26839498,41166033,23166033
947,tt1402488,Happy Feet Two,100.0,"Adventure,Animation,Comedy","Nov 18, 2011",135000000,64006466,157956466,22956466
956,tt4203258,The Reaping,84.0,"Comedy,Horror,Thriller","Apr 5, 2007",40000000,25126214,62226214,22226214
957,tt6175394,Posledniy bogatyr,114.0,"Action,Adventure,Comedy","Dec 31, 2017",8500000,0,30700192,22200192
958,tt1083452,Eddie the Eagle,106.0,"Biography,Comedy,Drama","Feb 26, 2016",23000000,15789389,45060480,22060480
960,tt6179182,New in Town,95.0,"Adventure,Comedy,Fantasy","Jan 30, 2009",8000000,16734283,29937909,21937909
961,tt1727388,The Way Way Back,103.0,"Comedy,Drama","Jul 5, 2013",5000000,21502690,26853810,21853810
967,tt3979452,The Best Years of Our Lives,,Comedy,"Nov 21, 1946",2100000,23600000,23600000,21500000
970,tt4698684,Hunt for the Wilderpeople,101.0,"Adventure,Comedy,Drama","Jun 24, 2016",2500000,5205471,23845533,21345533
972,tt1333125,Movie 43,94.0,Comedy,"Jan 25, 2013",10000000,8840453,31164747,21164747
979,tt1637706,Our Idiot Brother,90.0,"Comedy,Drama","Aug 26, 2011",5000000,24814830,25861249,20861249
985,tt8653640,An Ideal Husband,,Comedy,"Jun 18, 1999",10700000,18542974,31341183,20641183
986,tt1103153,Killers,100.0,"Action,Comedy,Romance","Jun 4, 2010",75000000,47059963,95572749,20572749
991,tt1449283,Winnie the Pooh,63.0,"Adventure,Animation,Comedy","Jul 15, 2011",30000000,26692846,50145607,20145607
997,tt1126618,Morning Glory,107.0,"Comedy,Drama,Romance","Nov 10, 2010",40000000,31011732,59795070,19795070
998,tt1067774,Monte Carlo,109.0,"Adventure,Comedy,Family","Jul 1, 2011",20000000,23186769,39686769,19686769
1000,tt1931533,Seven Psychopaths,110.0,"Comedy,Crime","Oct 12, 2012",13500000,15024049,33035736,19535736
1003,tt1182350,You Will Meet a Tall Dark Stranger,98.0,"Comedy,Drama,Romance","Sep 22, 2010",15000000,3247816,34247816,19247816
1004,tt0480687,Hall Pass,105.0,"Comedy,Romance","Feb 25, 2011",68000000,45060734,87173475,19173475
1007,tt1385867,Cop Out,107.0,"Action,Comedy,Crime","Feb 26, 2010",37000000,44875481,55909910,18909910
1008,tt1273678,The Spy Next Door,94.0,"Action,Comedy,Family","Jan 15, 2010",28000000,24307106,46752858,18752858
1010,tt3521126,The Disaster Artist,104.0,"Biography,Comedy,Drama","Dec 1, 2017",10000000,21120616,28717667,18717667
1013,tt5719388,9,,Comedy,"Sep 9, 2009",30000000,31749894,48559999,18559999
1019,tt8008626,Love Happens,,"Comedy,Horror,Romance","Sep 18, 2009",18000000,22965110,36133014,18133014
1022,tt0427152,Dinner for Schmucks,114.0,Comedy,"Jul 30, 2010",69000000,73026337,86796502,17796502
1024,tt2390361,Enough Said,93.0,"Comedy,Drama,Romance","Sep 18, 2013",8000000,17550872,25621449,17621449
1026,tt3486626,The Nut Job 2: Nutty by Nature,91.0,"Adventure,Animation,Comedy","Aug 11, 2017",40000000,28370522,57438389,17438389
1030,tt2828996,A Haunted House 2,86.0,"Comedy,Fantasy","Apr 18, 2014",4000000,17329487,21206861,17206861
1031,tt4667094,Fifty Shades of Black,92.0,Comedy,"Jan 29, 2016",5000000,11686940,22113075,17113075
1036,tt4607118,Burnt,,"Comedy,Drama","Oct 30, 2015",20000000,13651946,36773510,16773510
1039,tt1674771,Entourage,104.0,Comedy,"Jun 3, 2015",30000000,32363404,46438538,16438538
1043,tt1268799,A Very Harold & Kumar 3D Christmas,90.0,"Adventure,Comedy","Nov 4, 2011",20000000,35061031,36265745,16265745
1046,tt1931435,The Big Wedding,89.0,"Comedy,Drama,Romance","Apr 26, 2013",32500000,21819348,48425971,15925971
1047,tt5748648,The Bachelor,,"Comedy,Romance","Nov 5, 1999",21000000,21731001,36882378,15882378
1056,tt3401882,Fist Fight,91.0,Comedy,"Feb 17, 2017",25000000,32187017,40286416,15286416
1057,tt5439796,Logan Lucky,118.0,"Comedy,Crime,Drama","Aug 18, 2017",29000000,27778642,44264271,15264271
1058,tt1462769,The Odd Life of Timothy Green,105.0,"Comedy,Drama,Family","Aug 15, 2012",40000000,51853450,55249159,15249159
1059,tt1540133,The Guard,96.0,"Comedy,Crime,Thriller","Jul 29, 2011",6000000,5359774,21197454,15197454
1062,tt6428676,Wonder Park,85.0,"Adventure,Animation,Comedy","Mar 15, 2019",100000000,45216793,115149422,15149422
1064,tt5688932,Sorry to Bother You,111.0,"Comedy,Fantasy,Sci-Fi","Jul 6, 2018",3200000,17493096,18285560,15085560
1066,tt4981636,Middle School: The Worst Years of My Life,92.0,"Comedy,Family","Oct 7, 2016",8500000,20007149,23311293,14811293
1073,tt2651158,Much Ado About Nothing,167.0,"Comedy,Drama","May 7, 1993",8000000,22549338,22549338,14549338
1075,tt1488181,Zambezia,83.0,"Adventure,Animation,Comedy","Dec 31, 2012",20000000,0,34454336,14454336
1076,tt1171222,Baggage Claim,96.0,Comedy,"Sep 27, 2013",8500000,21569509,22885836,14385836
1082,tt2784678,Top Five,102.0,"Comedy,Romance","Dec 12, 2014",12000000,25317379,26001741,14001741
1091,tt1366344,The Sitter,81.0,Comedy,"Dec 9, 2011",25000000,30542576,38749404,13749404
1095,tt6003368,Diary of a Wimpy Kid: The Long Haul,91.0,"Comedy,Family","May 19, 2017",22000000,20738724,35609577,13609577
1096,tt4669186,Kevin Hart: What Now?,96.0,"Comedy,Documentary","Oct 14, 2016",10000000,23591043,23591043,13591043
1099,tt3464902,The Lobster,119.0,"Comedy,Drama,Romance","Mar 25, 2016",4500000,9196278,18019834,13519834
1104,tt6667360,Carnage,68.0,Comedy,"Dec 16, 2011",25000000,2546747,38112154,13112154
1108,tt1622547,30 Minutes or Less,83.0,"Action,Comedy,Crime","Aug 12, 2011",28000000,37053924,40966716,12966716
1111,tt1414382,You Again,105.0,"Comedy,Family,Romance","Sep 24, 2010",20000000,25702053,32838945,12838945
1113,tt1821549,Nebraska,115.0,"Adventure,Comedy,Drama","Nov 15, 2013",12000000,17654912,24761360,12761360
1120,tt1594972,Norm of the North,90.0,"Adventure,Animation,Comedy","Jan 15, 2016",18000000,17062499,30535660,12535660
1122,tt0493949,Ramona and Beezus,103.0,"Adventure,Comedy,Family","Jul 23, 2010",15000000,26167002,27469621,12469621
1124,tt7014006,Eighth Grade,93.0,"Comedy,Drama","Jul 13, 2018",2000000,13539710,14341016,12341016
1125,tt2910904,The Dressmaker,119.0,"Comedy,Drama","Sep 23, 2016",11900000,2022115,24041617,12141617
1126,tt1298649,The Watch,102.0,"Action,Comedy,Horror","Jul 27, 2012",55000000,34353000,67130045,12130045
1129,tt2236686,Copycat,90.0,Comedy,"Oct 27, 1995",20000000,32051917,32051917,12051917
1136,tt5127484,Going the Distance,65.0,Comedy,"Sep 3, 2010",32000000,17804299,43603990,11603990
1140,tt1673697,The Sapphires,103.0,"Biography,Comedy,Drama","Mar 22, 2013",9000000,2450867,20395040,11395040
1141,tt3850214,Dope,103.0,"Comedy,Crime,Drama","Jun 19, 2015",7000000,17506470,18190831,11190831
1143,tt1532503,Beginners,105.0,"Comedy,Drama,Romance","Jun 3, 2011",3200000,5790894,14314407,11114407
1144,tt3312830,Youth,124.0,"Comedy,Drama,Music","Dec 4, 2015",13000000,2703296,24001573,11001573
1147,tt6266538,Vice,132.0,"Biography,Comedy,Drama","Dec 25, 2018",60000000,47836282,70883171,10883171
1149,tt1625346,Young Adult,94.0,"Comedy,Drama","Dec 9, 2011",12000000,16311571,22750356,10750356
1151,tt2967224,Hot Pursuit,87.0,"Action,Comedy,Crime","May 8, 2015",35000000,34580201,45671512,10671512
1153,tt1438176,Fright Night,106.0,"Comedy,Horror","Aug 19, 2011",30000000,18298649,40520649,10520649
1154,tt1866249,The Sessions,95.0,"Biography,Comedy,Drama","Oct 19, 2012",1000000,6002451,11495204,10495204
1160,tt0770703,What's Your Number?,106.0,"Comedy,Romance","Sep 30, 2011",20000000,14011084,30163785,10163785
1161,tt6040918,Just My Luck,,Comedy,"May 12, 2006",28000000,17326650,38159905,10159905
1162,tt1878870,The Edge of Seventeen,104.0,"Comedy,Drama","Nov 18, 2016",9000000,14431633,19096003,10096003
1163,tt1421051,Somewhere,97.0,"Comedy,Drama","Dec 22, 2010",7000000,1785645,17023121,10023121
1169,tt1407061,Just Wright,100.0,"Comedy,Romance,Sport","May 14, 2010",12000000,21540363,21867665,9867665
1172,tt3799694,The Nice Guys,116.0,"Action,Comedy,Crime","May 20, 2016",50000000,36261763,59596747,9596747
1173,tt1920849,Bachelorette,87.0,"Comedy,Romance","Sep 7, 2012",3000000,446770,12577401,9577401
1177,tt3606888,A Street Cat Named Bob,103.0,"Biography,Comedy,Drama","Nov 18, 2016",8000000,82703,17382693,9382693
1183,tt2166214,Khiladi 786,141.0,"Action,Comedy","Dec 7, 2012",5600000,385422,14683763,9083763
1196,tt2347569,Frances Ha,86.0,"Comedy,Drama,Romance","May 17, 2013",3000000,4067398,11262769,8262769
1200,tt4191580,Meet the Blacks,94.0,"Comedy,Horror","Apr 1, 2016",900000,9097072,9097072,8197072
1202,tt1508675,Le Havre,93.0,"Comedy,Drama","Oct 21, 2011",5500000,611709,13480196,7980196
1207,tt1334512,Arthur,110.0,"Comedy,Romance","Apr 8, 2011",40000000,33035397,47787943,7787943
1209,tt0979434,Lottery Ticket,99.0,Comedy,"Aug 20, 2010",17000000,24719879,24719879,7719879
1211,tt1371155,Made in Dagenham,113.0,"Biography,Comedy,Drama","Nov 19, 2010",8000000,1095369,15644196,7644196
1216,tt1791682,While We're Young,97.0,"Comedy,Drama,Mystery","Mar 27, 2015",10000000,7582065,17503828,7503828
1217,tt2879218,The Collector,94.0,"Action,Comedy","Jul 31, 2009",3000000,7712114,10473836,7473836
1218,tt1305583,Our Family Wedding,103.0,"Comedy,Romance","Mar 12, 2010",14000000,20255281,21410546,7410546
1221,tt1999192,Kevin Hart: Laugh at My Pain,89.0,"Comedy,Documentary","Sep 9, 2011",750000,7706436,7712436,6962436
1225,tt7166214,Bobby,142.0,"Comedy,Romance","Nov 17, 2006",14000000,11242801,20597806,6597806
1229,tt10297320,Swingers,,Comedy,"Oct 18, 1996",200000,4505922,6618578,6418578
1239,tt1814621,Admission,107.0,"Comedy,Drama,Romance","Mar 22, 2013",13000000,18007317,18733666,5733666
1240,tt5247022,Paterson,118.0,"Comedy,Drama,Romance","Dec 28, 2016",5000000,2141423,10727536,5727536
1241,tt4139124,Keanu,100.0,"Action,Comedy,Crime","Apr 29, 2016",15000000,20591853,20688141,5688141
1246,tt4080386,Sardaar Ji,141.0,"Comedy,Fantasy,Horror","Dec 31, 2015",2700000,0,8200000,5500000
1250,tt1608290,Zoolander 2,101.0,Comedy,"Feb 12, 2016",50000000,28848693,55348693,5348693
1255,tt4871980,The Perfect Match,96.0,"Comedy,Romance","Mar 11, 2016",5000000,9669521,10182050,5182050
1260,tt1571249,The Skeleton Twins,93.0,"Comedy,Drama,Romance","Sep 12, 2014",1000000,5284309,5797192,4797192
1262,tt6576106,Love Letters,,Comedy,"Apr 27, 1984",550000,5269990,5269990,4719990
1267,tt3367294,Compadres,101.0,"Action,Comedy,Crime","Apr 22, 2016",3000000,3127773,7445044,4445044
1269,tt1714206,The Spectacular Now,95.0,"Comedy,Drama,Romance","Aug 2, 2013",2500000,6852971,6916951,4416951
1273,tt0492389,Furry Vengeance,92.0,"Comedy,Family","Apr 30, 2010",35000000,17630465,39340177,4340177
1281,tt2235108,Dear White People,108.0,"Comedy,Drama,Romance","Oct 17, 2014",1250000,4404154,5403771,4153771
1283,tt1704573,Bernie,99.0,"Biography,Comedy,Crime","Apr 27, 2012",6000000,9204489,10106975,4106975
1292,tt1862079,Safety Not Guaranteed,86.0,"Comedy,Drama,Romance","Jun 8, 2012",750000,4010957,4422318,3672318
1293,tt1710396,Joyful Noise,118.0,"Comedy,Drama,Music","Jan 13, 2012",27500000,30932113,31157914,3657914
1296,tt4621872,Like Crazy,116.0,"Comedy,Drama","Oct 28, 2011",250000,3395391,3728400,3478400
1301,tt8161226,All You Need Is Love,113.0,"Comedy,Romance","Oct 31, 2014",300000,0,3565259,3265259
1306,tt5358844,Head of State,,Comedy,"Mar 28, 2003",35200000,37788228,38283765,3083765
1310,tt1742336,Your Sister's Sister,90.0,"Comedy,Drama","Jun 15, 2012",120000,1597486,3090593,2970593
1311,tt4034354,Swiss Army Man,97.0,"Adventure,Comedy,Drama","Jun 24, 2016",3000000,4210454,5837111,2837111
1313,tt1604171,Prom,104.0,"Comedy,Drama,Family","Apr 29, 2011",8000000,10130219,10763183,2763183
1318,tt1440292,Submarine,97.0,"Comedy,Drama,Romance","Jun 3, 2011",1900000,467602,4581937,2681937
1320,tt3212738,Hostage,97.0,"Comedy,Drama,History","Mar 11, 2005",75000000,34636443,77636443,2636443
1321,tt1758795,The To Do List,104.0,"Comedy,Romance","Jul 26, 2013",1500000,3491669,4128828,2628828
1325,tt1702425,Casa de mi Padre,84.0,"Comedy,Western","Mar 16, 2012",6000000,5909483,8446952,2446952
1326,tt1990314,Robot & Frank,89.0,"Comedy,Crime,Drama","Aug 17, 2012",2500000,3317468,4934356,2434356
1328,tt4501454,The Meddler,103.0,"Comedy,Drama,Romance","Apr 22, 2016",3200000,4267219,5526942,2326942
1329,tt2910274,Obvious Child,84.0,"Comedy,Drama,Romance","Jun 6, 2014",1000000,3122616,3324070,2324070
1330,tt3316948,American Ultra,96.0,"Action,Comedy,Sci-Fi","Aug 21, 2015",28000000,14439985,30295028,2295028
1333,tt1640711,A Few Best Men,97.0,"Comedy,Romance","May 5, 2015",15000000,0,17224539,2224539
1339,tt1307068,Seeking a Friend for the End of the World,101.0,"Adventure,Comedy,Drama","Jun 22, 2012",10000000,7078738,11766959,1766959
1341,tt4595882,Can You Ever Forgive Me?,106.0,"Biography,Comedy,Crime","Oct 19, 2018",10000000,8803865,11752387,1752387
1348,tt0878835,Please Give,87.0,"Comedy,Drama","Apr 30, 2010",3000000,4033574,4570178,1570178
1350,tt3332064,Pan,111.0,"Adventure,Comedy,Family","Oct 9, 2015",150000000,35088320,151525973,1525973
1354,tt1791679,Weekend,121.0,"Action,Comedy,Crime","Sep 23, 2011",190000,484592,1577585,1387585
1357,tt1694020,The Guilt Trip,95.0,"Comedy,Drama","Dec 19, 2012",40000000,37134215,41294674,1294674
1358,tt2582496,Me and Earl and the Dying Girl,105.0,"Comedy,Drama,Romance","Jun 12, 2015",8000000,6758416,9266180,1266180
